displayName,salary,teamAbbreviation
Lyviel Waters,3000,CINCY
Gavin Grover,3000,CINCY
Sterling Berkhalter,3000,CINCY
Aaron Turner,3000,CINCY
Barry Jackson Jr.,3000,CINCY
Tyrin Smith,3000,CINCY
Evan Prater,3000,CINCY
Michael Mussari,3000,CINCY
Dakarai Anderson,3000,CINCY
Ayden Boykin,3000,CINCY
Zane Kinsey,3000,CINCY
Elijah Jones,3000,CINCY
Nash Biglin,3000,CINCY
Kale Woodburn,3000,CINCY
Xzavior Kautai,3000,UNT
Darson Herman,3000,UNT
Brandon Young Jr.,3000,UNT
Luke Carter,3000,UNT
Victor Aderungboye,3000,UNT
Jeremiah Aaron,3000,UNT
Baron Tipton,3000,UNT
Nick Rempert,3000,UNT
Richard Rocquemore,3000,UNT
Dallas Dudley,3000,UNT
Conner Dunphy,3000,UNT
Case Peacock,3000,UNT
Zack Darkoch,3000,UNT
Lane Stewart,3000,UNT
Kyle Koch,3000,UNT
Mason Ferguson,3000,UNT
