PG,SG,SF,PF,C,G,F,UTIL,Proj Score,25th,50th,75th,85th,95th,99th,Ownership,Geomean Ownership,Simulated ROI
36883422,36883429,36883425,36883398,36883361,36883520,36883506,36883418,255.99,237.7002,256.5752,276.2002,286.7002,303.9502,328.4502,261.04,27.31604961,0.297938425
36883378,36883549,36883520,36883368,36883359,36883515,36883537,36883506,259.56,241.3216,261.8216,281.1341,292.5716,312.3216,336.3316,297.89,35.33364133,0.349021747
36883533,36883549,36883510,36883418,36883361,36883515,36883520,36883376,255.62,236.7088,257.2088,276.2088,286.9588,306.2088,327.4588,269.35,26.60166513,0.289583136
36883422,36883549,36883520,36883389,36883359,36883335,36883425,36883378,254.4,236.63,256.63,276.13,286.63,304.63,325.3825,259.36,28.39910344,0.278210452
36883335,36883460,36883520,36883418,36883376,36883422,36883412,36883361,253.47,234.3595,254.3595,273.672,285.6095,303.8595,320.3595,249.17,26.5061403,0.279698676
36883378,36883341,36883425,36883389,36883361,36883520,36883506,36883357,257.24,240.2818,259.3443,278.8443,288.8443,306.8443,327.5993,254.39,26.76138089,0.313748407
36883429,36883549,36883418,36883398,36883359,36883520,36883368,36883376,260.41,241.6844,260.9344,280.9344,290.9719,309.4344,330.6944,291.38,32.39763544,0.36071556
36883378,36883510,36883506,36883389,36883357,36883520,36883412,36883376,257.73,241.1297,259.3797,278.4422,288.8797,305.9047,327.6347,281.78,33.17797493,0.323761467
36883378,36883549,36883520,36883418,36883357,36883353,36883412,36883389,258.25,242.0459,260.7959,281.0459,290.5459,307.0584,329.2984,281.86,29.39111189,0.325522345
36883378,36883341,36883520,36883368,36883376,36883549,36883510,36883398,259.49,240.749,260.999,280.499,290.999,310.249,332.7615,287.8,32.13546207,0.350898167
36883520,36883402,36883418,36883412,36883359,36883363,36883398,36883422,257.85,239.3981,258.8981,277.8981,288.1481,306.3981,330.9031,281.07,32.81616095,0.325511168
36883378,36883533,36883418,36883389,36883376,36883429,36883520,36883361,258.4,240.6093,260.1718,280.6718,290.4218,307.1718,327.4243,260.81,23.87866346,0.326903069
36883520,36883363,36883537,36883349,36883359,36883515,36883418,36883549,255.93,237.1789,257.5539,277.4289,287.9664,306.4289,327.1864,277.75,32.36681118,0.29580053
36883378,36883549,36883425,36883349,36883361,36883335,36883520,36883398,255.57,237.8064,256.8064,276.3064,286.5564,303.5564,328.0639,260.51,28.41179887,0.294352113
36883515,36883429,36883418,36883381,36883361,36883520,36883398,36883412,254.51,236.4661,254.2161,274.7161,285.2161,303.4661,322.4686,252.8,26.77589015,0.274106089
36883378,36883549,36883520,36883506,36883361,36883363,36883510,36883398,257.76,239.3822,257.6322,278.1322,289.1322,307.1322,328.6347,296.53,35.48482097,0.315964546
36883520,36883402,36883506,36883368,36883376,36883378,36883398,36883359,260.89,243.2082,261.7082,280.5207,291.2457,308.2207,331.2132,303.04,36.27764024,0.371567801
36883402,36883549,36883520,36883398,36883361,36883422,36883412,36883357,256.8,238.2879,257.0379,276.0379,286.5379,306.0379,324.7904,273.45,32.41509598,0.319511795
36883422,36883402,36883418,36883506,36883412,36883515,36883368,36883520,259.52,241.7893,260.7893,280.1018,291.2893,311.2893,333.0468,293.02,34.35894029,0.342016786
36883422,36883402,36883520,36883425,36883359,36883378,36883389,36883376,255.99,238.1183,257.8058,276.7433,287.6808,305.9308,327.6858,264.33,29.54366599,0.30306081
36883402,36883549,36883363,36883368,36883398,36883520,36883418,36883359,259.91,240.5726,260.8226,280.0726,290.0726,307.5851,329.5726,305.59,36.38667341,0.350931699
36883515,36883549,36883418,36883398,36883361,36883335,36883520,36883376,257.87,238.1871,258.1871,278.4371,288.1871,306.6871,325.6871,287.45,33.39939417,0.334258418
36883378,36883549,36883537,36883506,36883361,36883510,36883418,36883368,256.47,238.1624,258.9124,278.4124,289.1999,308.4124,331.1624,283.71,34.35129341,0.305275066
36883378,36883341,36883506,36883389,36883361,36883515,36883368,36883422,252.86,235.2251,254.2251,273.4751,284.2251,301.2376,319.9826,245.65,28.38828052,0.261783704
36883520,36883402,36883418,36883349,36883361,36883422,36883506,36883537,257.57,240.1518,259.1518,278.1518,290.4018,308.6518,329.9118,278.65,32.54241146,0.323029787
36883378,36883402,36883506,36883368,36883359,36883515,36883483,36883412,251.24,233.4505,252.763,272.263,282.763,300.288,320.018,245.22,29.53766398,0.257248319
36883378,36883402,36883543,36883389,36883398,36883520,36883483,36883361,258.11,240.6015,259.6015,277.8515,288.6015,306.614,324.364,278.03,32.62164345,0.323716757
36883335,36883549,36883506,36883381,36883357,36883515,36883520,36883361,252.63,233.91,252.91,272.16,283.41,300.41,319.665,253.26,28.70481176,0.26348995
36883460,36883510,36883520,36883537,36883357,36883378,36883389,36883376,256.01,239.2767,258.7767,277.0267,287.0267,306.0267,326.5342,260.39,28.50374065,0.300693088
36883378,36883363,36883506,36883368,36883357,36883429,36883389,36883359,251.64,234.7545,252.5045,271.7545,281.2545,299.5045,317.2595,243.76,28.06344484,0.246021571
36883515,36883510,36883381,36883418,36883376,36883378,36883389,36883398,254.9,237.2772,255.1522,274.3397,284.5647,302.5272,324.0447,259.12,30.49223011,0.28146885
36883520,36883402,36883506,36883537,36883357,36883515,36883368,36883359,257.44,238.6217,258.8717,278.1217,289.1217,305.3717,328.6242,277.42,32.87505346,0.321922973
36883429,36883549,36883537,36883418,36883361,36883422,36883520,36883398,255.78,237.5301,257.5926,278.0926,288.3426,305.6051,329.0976,274.4,30.20105548,0.296031611
36883520,36883341,36883418,36883368,36883357,36883402,36883412,36883376,259.15,241.8246,260.3871,279.4496,290.8871,308.1371,328.1446,273.4,29.8658888,0.346830474
36883422,36883341,36883418,36883398,36883376,36883520,36883412,36883359,257.35,238.8546,258.8546,277.8546,288.3921,307.1046,325.3571,267.02,29.28032931,0.322014903
36883422,36883429,36883506,36883398,36883361,36883515,36883418,36883359,251.68,232.2497,251.0622,271.0622,281.5622,301.3247,320.8147,244.31,28.20035627,0.257085557
36883378,36883510,36883537,36883412,36883361,36883363,36883398,36883520,256.91,238.5661,258.3161,278.3161,288.0661,307.5786,325.8211,273.18,31.75096695,0.306525424
36883520,36883341,36883418,36883398,36883359,36883335,36883368,36883389,257.61,239.7731,258.8356,277.8356,287.8731,306.3356,330.0931,273.95,29.62490597,0.318356506
36883378,36883341,36883520,36883412,36883361,36883335,36883425,36883418,255.73,238.558,258.558,277.308,288.058,307.058,325.3105,248.53,24.94907486,0.296880714
36883520,36883510,36883425,36883389,36883357,36883402,36883418,36883376,256.54,239.2598,257.7598,276.5098,287.5098,305.0098,327.7773,270.5,30.1353475,0.30428191
36883515,36883510,36883520,36883349,36883361,36883335,36883389,36883398,254.4,235.4807,254.1057,273.9807,284.9807,302.2432,321.9807,256.82,29.88233383,0.279821002
36883520,36883549,36883506,36883368,36883376,36883378,36883398,36883359,262.74,244.8743,264.1243,283.1243,293.3743,312.1243,334.1368,309.99,37.343867,0.413870968
36883335,36883549,36883483,36883418,36883412,36883520,36883506,36883361,253.82,236.1525,255.4025,274.715,285.6525,303.665,321.6525,268.29,30.39109171,0.26793466
36883402,36883341,36883520,36883412,36883389,36883378,36883368,36883357,257.47,240.8099,260.0599,279.3099,289.5599,306.0599,326.0699,269.64,29.5569023,0.317315502
36883520,36883549,36883537,36883483,36883389,36883515,36883418,36883398,256.34,237.7278,257.9778,278.4778,289.7653,306.4778,328.9778,282.35,32.87364074,0.304866399
36883335,36883402,36883483,36883398,36883359,36883515,36883520,36883376,253.84,234.6282,253.8157,273.6907,284.6907,300.6907,322.4432,250.69,28.99520172,0.279299304
36883335,36883510,36883537,36883398,36883357,36883520,36883368,36883412,255.62,238.7327,257.4827,275.4827,285.7327,302.7327,320.4852,260.89,29.84591026,0.299623571
36883378,36883363,36883520,36883349,36883398,36883549,36883412,36883361,257.37,239.3415,258.8415,277.3415,287.3415,306.604,326.844,279.31,32.63889751,0.317751544
36883520,36883510,36883537,36883389,36883361,36883515,36883381,36883359,253.63,234.6052,254.8552,273.8552,286.1427,304.1052,324.1102,247.85,28.45798432,0.271648946
36883520,36883363,36883349,36883506,36883398,36883378,36883537,36883368,259.34,242.0664,260.9414,279.8164,290.3164,309.0664,329.0689,288.5,33.79122823,0.346498794
36883378,36883549,36883520,36883425,36883359,36883515,36883506,36883361,258.29,239.3952,259.7702,280.3952,290.4327,308.6702,330.6527,276.6,31.102757,0.334608687
36883515,36883402,36883520,36883412,36883357,36883378,36883389,36883376,256.47,239.8977,258.3977,276.7102,288.1477,305.3977,326.1502,276.53,32.43565718,0.307575723
36883520,36883549,36883425,36883398,36883359,36883335,36883349,36883357,252.4,234.4855,252.9855,271.2355,281.773,299.9855,320.2405,246.05,27.10645854,0.258448946
36883515,36883510,36883506,36883368,36883361,36883549,36883398,36883357,253.22,233.8876,252.6376,272.3876,282.8876,301.4001,320.6476,262.39,32.623767,0.275135288
36883402,36883341,36883483,36883412,36883389,36883378,36883368,36883520,255.82,239.2558,258.5058,277.5683,287.5058,306.0058,326.0108,257.72,27.93389813,0.301634121
36883520,36883510,36883506,36883418,36883376,36883402,36883483,36883398,259.05,240.8227,259.8852,278.1352,288.1727,308.1352,328.3927,286.16,33.6097683,0.3371025
36883515,36883549,36883520,36883389,36883357,36883335,36883368,36883376,256.88,238.4344,257.4344,276.6844,287.9344,305.6844,327.1869,274.17,32.00957508,0.317796882
36883520,36883363,36883506,36883368,36883412,36883335,36883349,36883357,253.32,236.9904,254.5529,271.8029,282.0529,299.0529,318.3104,255.7,29.27041991,0.26834772
36883402,36883549,36883520,36883483,36883376,36883378,36883389,36883359,259.41,240.9571,261.4571,280.4571,291.4571,308.4571,328.7096,278.78,32.77406726,0.352646612
36883378,36883510,36883483,36883412,36883376,36883549,36883368,36883398,254.18,235.6675,254.9175,274.4175,284.4175,302.6675,323.9175,254,30.60068445,0.288090009
36883515,36883402,36883363,36883506,36883361,36883378,36883418,36883359,255.38,236.8608,255.8608,274.3608,286.1108,303.1233,322.8658,268.99,32.66745007,0.290565114
36883422,36883549,36883425,36883389,36883361,36883520,36883418,36883376,258.1,239.3393,260.0893,279.8393,291.6268,310.8393,328.3418,275.65,30.80404847,0.341673301
36883402,36883341,36883483,36883506,36883389,36883378,36883520,36883418,258.48,241.5259,261.0259,280.7759,291.2759,308.2884,329.0309,277.81,30.25286061,0.327407432
36883378,36883363,36883418,36883425,36883376,36883549,36883368,36883359,256.56,237.8587,257.1712,278.1712,287.4212,306.1712,322.9337,264.1,30.19530919,0.312972017
36883335,36883429,36883520,36883349,36883389,36883378,36883368,36883376,256.5,240.0286,258.0286,276.7786,287.5286,305.2786,323.7811,257.95,27.75548154,0.304524169
36883378,36883402,36883418,36883398,36883412,36883520,36883506,36883368,261.93,244.2933,263.2933,283.5433,294.5433,311.5558,330.7983,314.9,37.08470811,0.388073419
36883520,36883402,36883381,36883418,36883359,36883549,36883412,36883357,256.93,240.1294,258.9419,276.9419,287.4419,304.6919,324.9419,272.1,30.76442236,0.306741563
36883402,36883341,36883506,36883389,36883357,36883520,36883418,36883378,260.13,243.83,262.83,281.83,292.08,308.83,330.3325,289.73,32.0106002,0.350544759
36883335,36883460,36883418,36883349,36883357,36883549,36883520,36883376,254.71,237.1624,255.1624,274.4749,285.9124,302.9124,321.6674,258.36,27.64756559,0.286864516
36883335,36883510,36883418,36883506,36883359,36883549,36883520,36883361,258.2,238.8729,259.3729,278.8729,289.6229,308.1354,330.3754,286.56,33.32010847,0.331956506
36883335,36883363,36883510,36883506,36883361,36883520,36883398,36883418,257.64,239.0159,257.7659,276.7659,287.7659,305.5284,327.7659,282.7,32.71791278,0.320434749
36883520,36883363,36883537,36883349,36883389,36883549,36883418,36883357,256.87,239.8247,259.0747,277.8247,288.1122,306.3247,328.0747,279.59,32.59128879,0.31069748
36883515,36883402,36883520,36883368,36883389,36883378,36883510,36883341,256.93,239.1893,258.6893,278.1893,289.1893,307.6893,331.1918,275.21,30.52483049,0.300773841
36883335,36883549,36883520,36883425,36883398,36883422,36883368,36883359,255.26,236.6894,255.1894,274.9394,285.6894,303.9644,323.9419,260.35,28.69251644,0.288991234
36883422,36883363,36883537,36883398,36883359,36883378,36883506,36883418,254.83,236.9952,255.9952,275.4952,287.2452,304.5077,324.5102,268.09,32.3330855,0.283981253
36883520,36883429,36883418,36883425,36883376,36883378,36883543,36883368,258.25,240.7224,260.4724,280.4724,290.7224,308.9724,328.2224,275.99,28.48161364,0.328919267
36883335,36883549,36883418,36883506,36883361,36883515,36883520,36883359,257.49,238.0983,258.1608,278.4733,288.9108,307.6733,326.6683,286.09,33.25332903,0.323280086
36883402,36883510,36883349,36883412,36883361,36883520,36883418,36883398,258.66,240.3801,259.3801,279.1301,288.1301,306.6301,327.1301,280.1,32.62887018,0.336540994
36883520,36883429,36883418,36883389,36883398,36883515,36883412,36883357,256.51,238.7996,257.7996,276.6121,287.2996,304.7996,325.3046,268.8,29.43626803,0.309796882
36883378,36883429,36883543,36883368,36883357,36883422,36883412,36883376,248.54,231.4426,250.0676,269.4426,279.6926,296.6926,313.4526,233.38,26.6636275,0.226155702
36883422,36883460,36883520,36883425,36883376,36883378,36883389,36883359,254.33,236.9068,255.4068,276.4068,286.4068,304.4068,323.4118,246.46,25.71514915,0.284211707
36883520,36883402,36883543,36883389,36883357,36883422,36883418,36883376,257.34,239.8713,259.1213,277.6213,288.8713,308.1213,326.8738,286.25,33.84181456,0.317827277
36883520,36883402,36883418,36883483,36883398,36883335,36883506,36883515,254.9,236.1437,255.9562,276.0187,285.4562,303.2062,324.4612,273.77,31.32234208,0.295941563
36883422,36883510,36883381,36883389,36883376,36883520,36883537,36883361,253.14,234.4244,254.4244,273.6744,284.9244,304.1869,326.4244,246.97,28.34936608,0.266756388
36883515,36883429,36883418,36883368,36883357,36883335,36883389,36883398,251.01,232.5565,251.0565,270.5565,280.5565,298.819,318.3065,240.47,27.03211108,0.250799216
36883520,36883549,36883506,36883418,36883361,36883515,36883368,36883537,259.82,241.314,261.814,282.564,293.064,311.8265,329.574,302.26,35.78916382,0.368340426
36883378,36883341,36883520,36883425,36883389,36883335,36883418,36883359,255.79,237.6209,258.8709,277.8709,288.3709,307.1209,327.1209,255.31,25.87815105,0.292065144
36883429,36883363,36883418,36883349,36883376,36883520,36883543,36883357,255.01,237.8263,255.8263,274.3263,284.8263,300.6013,320.8263,260.05,28.47898269,0.286601157
36883335,36883363,36883418,36883506,36883398,36883378,36883520,36883376,259.56,241.3182,260.3182,280.0682,290.3182,308.0682,329.3207,296.98,34.24608864,0.345093833
36883520,36883549,36883418,36883412,36883357,36883515,36883389,36883398,257.5,239.341,258.466,278.341,289.091,307.3535,326.591,293.01,34.52168292,0.321293774
36883378,36883402,36883510,36883418,36883398,36883341,36883520,36883376,260.28,242.1726,261.9226,280.6726,291.4601,310.1726,331.4226,289.72,31.99388164,0.356086989
36883378,36883341,36883510,36883537,36883357,36883549,36883520,36883376,255.89,239.2467,257.7467,278.4967,289.9967,309.2467,327.9992,266.83,29.4780674,0.294886244
36883422,36883549,36883520,36883506,36883357,36883429,36883398,36883359,254.78,235.8059,255.5559,274.5559,285.3059,303.5559,324.8059,266.47,29.95065588,0.287379429
36883402,36883363,36883506,36883368,36883361,36883378,36883398,36883418,257.45,239.0373,258.0998,277.0998,286.6373,305.3498,325.8523,285.34,34.69944563,0.318562094
36883520,36883549,36883418,36883398,36883357,36883510,36883506,36883429,255.6,237.9187,256.6687,275.4187,286.1687,304.6812,325.9237,286.16,31.89773362,0.285011707
36883429,36883402,36883520,36883349,36883376,36883335,36883368,36883357,252.74,235.0553,253.5553,271.5553,281.3053,298.5553,317.5678,243.15,26.42776161,0.26346634
36883422,36883402,36883349,36883412,36883398,36883515,36883520,36883361,254.57,235.9804,254.7304,273.4804,284.4804,301.9804,323.4854,259.63,30.53586007,0.281801157
36883378,36883510,36883520,36883506,36883389,36883515,36883412,36883422,257.41,240.2314,259.2314,278.7314,289.7314,308.7439,329.7389,279.52,32.88868925,0.315140935
36883335,36883510,36883537,36883398,36883361,36883378,36883418,36883376,253.69,235.8998,255.1498,274.1498,284.3998,301.6623,320.6523,256.77,30.31214904,0.272176292
36883520,36883549,36883543,36883418,36883357,36883510,36883363,36883376,256.37,238.478,257.978,276.478,287.478,304.7405,327.238,290.26,34.36121894,0.303538425
36883515,36883363,36883506,36883537,36883357,36883378,36883398,36883361,251.89,232.8869,252.6369,271.6369,281.8869,300.8869,320.8944,251.39,30.72108374,0.260963232
36883378,36883549,36883418,36883389,36883376,36883520,36883506,36883361,262.14,244.8073,264.3073,284.3073,295.3073,312.3073,332.5598,313.37,37.43849943,0.399557878
36883515,36883363,36883537,36883483,36883376,36883549,36883520,36883361,253.78,234.2708,254.2708,274.2708,285.0208,303.5208,325.5208,254.56,29.82655764,0.273398647
36883378,36883549,36883418,36883368,36883376,36883520,36883412,36883506,261.96,244.1375,263.8875,284.6375,295.1375,312.1375,333.8925,315.75,37.25332133,0.392197627
36883335,36883549,36883381,36883368,36883361,36883515,36883520,36883398,256.7,237.1728,256.4228,276.4228,287.6728,304.4228,325.4328,264.27,29.83672851,0.317785077
36883378,36883429,36883418,36883349,36883389,36883520,36883425,36883376,257.3,240.058,259.558,278.308,288.558,306.5705,328.5605,260.76,26.84442106,0.31060555
36883335,36883510,36883349,36883398,36883376,36883515,36883418,36883361,252.02,232.1942,251.1942,270.6942,280.4817,297.9442,316.2042,241.56,28.92353069,0.258961349
36883378,36883549,36883349,36883381,36883359,36883520,36883389,36883376,256.72,239.395,257.895,277.645,287.895,307.4075,325.1475,268.73,30.68169324,0.302121032
36883378,36883363,36883506,36883412,36883361,36883520,36883543,36883357,255.89,238.7665,257.7665,276.2665,287.0165,303.5165,322.5165,277.86,32.55487162,0.296773213
36883335,36883549,36883418,36883368,36883357,36883515,36883543,36883359,251.22,233.8751,252.6251,270.8751,281.1251,298.8876,319.6301,258.03,30.84102618,0.241735857
36883378,36883510,36883506,36883537,36883361,36883520,36883389,36883359,259.13,240.8769,260.8769,281.1269,292.6269,310.6394,335.1269,282.59,33.39000529,0.352999392
36883520,36883402,36883483,36883349,36883361,36883549,36883412,36883359,254.16,236.1945,254.4445,273.9445,284.232,301.957,320.947,250.78,29.22853158,0.276452711
36883378,36883549,36883349,36883389,36883376,36883335,36883520,36883422,256.75,239.7221,257.7221,277.2846,288.4721,305.7221,326.4721,271.03,31.28239662,0.311073243
36883520,36883549,36883537,36883398,36883359,36883363,36883349,36883357,254.69,235.4615,255.9615,274.4615,283.9615,302.4615,324.9665,266.11,31.37565103,0.2826583
36883429,36883402,36883418,36883412,36883398,36883378,36883520,36883361,259.46,241.9679,260.9679,280.2179,290.4679,307.7179,328.4679,282.76,30.77516385,0.345811825
36883520,36883429,36883510,36883389,36883357,36883402,36883398,36883418,256.69,239.6722,258.1722,276.1722,286.7097,304.6847,324.6722,275.71,30.53306401,0.303038455
36883335,36883549,36883506,36883398,36883357,36883378,36883368,36883359,254.97,237.5099,255.7599,275.2599,285.2599,302.5099,321.5149,265.53,31.99321388,0.301473243
36883422,36883341,36883537,36883418,36883398,36883520,36883389,36883361,256.42,238.7107,258.2107,278.2107,288.4607,306.7107,330.4632,268.89,29.57370938,0.304488754
36883520,36883402,36883506,36883418,36883359,36883510,36883537,36883378,261.06,244.2073,262.9573,284.2073,294.4573,313.4573,337.4648,300.28,35.24861508,0.368580175
36883520,36883402,36883418,36883381,36883357,36883515,36883412,36883389,255.3,238.1784,256.6784,275.1784,285.4284,304.4284,325.4284,265.65,29.96241623,0.280176919
36883378,36883341,36883520,36883418,36883376,36883549,36883412,36883361,258.49,240.8443,261.4068,280.6568,291.4068,309.9068,330.6668,283.77,30.98045056,0.330518639
36883520,36883510,36883506,36883412,36883376,36883335,36883418,36883357,255.97,239.24,257.365,275.24,286.74,303.99,322.74,273.62,31.30591409,0.302856476
36883422,36883549,36883520,36883389,36883361,36883378,36883506,36883398,260.58,242.4416,261.5666,282.0041,292.9416,311.1916,330.6941,299.47,35.97559257,0.366043534
36883378,36883402,36883520,36883412,36883376,36883422,36883368,36883429,257.04,239.8886,259.1386,277.6386,288.8886,305.6511,324.3886,266.76,29.17959701,0.316182567
36883335,36883341,36883483,36883412,36883398,36883520,36883349,36883361,249.66,230.8271,250.2021,270.0771,280.5771,297.8396,320.5846,220.95,23.91301585,0.235118463
36883422,36883341,36883520,36883389,36883359,36883378,36883425,36883376,255.85,238.4002,257.6502,277.4002,288.1502,305.4002,325.9002,247.23,25.98679105,0.304320463
36883378,36883510,36883363,36883368,36883376,36883549,36883520,36883412,258.7,241.3101,260.0601,279.5601,290.8101,309.3101,328.0626,289.31,33.95235303,0.336450319
36883378,36883363,36883520,36883537,36883376,36883341,36883368,36883510,257.2,239.4918,259.0543,278.0543,289.3043,308.3043,332.0643,266.52,29.2321734,0.317096853
36883515,36883363,36883349,36883412,36883376,36883378,36883398,36883520,257.16,239.1628,257.6628,276.6628,288.1628,305.4128,329.4153,272.25,31.71150988,0.318621747
36883520,36883402,36883506,36883418,36883357,36883549,36883368,36883376,261.16,243.5142,263.0142,281.7642,292.2642,310.2642,329.7692,308.67,36.93513497,0.379383312
36883378,36883549,36883510,36883412,36883361,36883363,36883398,36883520,257.74,238.9518,258.7018,278.4518,288.7018,306.9643,329.2018,285.31,33.57920115,0.320849064
36883515,36883429,36883520,36883537,36883376,36883378,36883412,36883357,254.86,238.3633,256.8633,276.3633,287.1133,305.6258,324.1133,252.81,27.54951055,0.28873968
36883520,36883363,36883418,36883412,36883361,36883515,36883381,36883389,255.68,237.4719,256.7219,275.9719,285.9719,304.4844,324.7244,262.19,29.51953736,0.294371958
36883515,36883510,36883349,36883412,36883376,36883520,36883398,36883361,254.88,235.0976,254.0976,273.5976,284.5976,302.1101,323.1001,261.02,30.73204415,0.287014845
36883378,36883363,36883506,36883389,36883357,36883515,36883398,36883361,254.36,235.546,253.921,273.3585,283.296,302.5585,322.7985,257.85,31.7480016,0.286109854
36883378,36883510,36883537,36883398,36883357,36883335,36883349,36883376,250.23,232.9385,250.9385,269.751,279.6885,296.9385,315.1935,232.57,27.82338144,0.237266281
36883378,36883402,36883425,36883506,36883357,36883335,36883520,36883359,255.36,239.2428,257.2428,275.9928,285.9928,303.5053,325.4928,258.96,28.34220329,0.294890636
36883378,36883510,36883537,36883506,36883398,36883515,36883418,36883361,255.3,236.6254,256.6254,276.3754,286.3754,305.8879,327.3804,272.65,33.00844124,0.290622257
36883515,36883549,36883363,36883349,36883359,36883520,36883389,36883418,258.4,239.088,259.463,278.838,289.838,307.338,326.593,284.21,33.448741,0.33343167
36883515,36883363,36883506,36883389,36883398,36883378,36883520,36883361,258.69,240.1935,258.6935,278.9435,289.9435,307.4435,327.696,290.39,34.60491595,0.32711054
36883520,36883510,36883506,36883537,36883398,36883363,36883483,36883359,252.11,232.3715,253.1215,272.3715,283.3715,301.6215,321.624,258.02,30.25351863,0.259111678
36883335,36883363,36883506,36883425,36883361,36883378,36883520,36883359,255.74,237.5363,257.0363,275.5363,285.7863,304.5613,327.2863,255.5,27.92327303,0.296934719
36883520,36883363,36883537,36883389,36883357,36883341,36883368,36883359,255.17,237.2234,255.7234,275.0359,286.7234,305.4734,328.2284,252.98,27.99296463,0.282965114
36883378,36883402,36883506,36883389,36883357,36883520,36883412,36883368,258.16,242.1104,260.1104,279.3604,290.3604,305.3729,325.6179,291.52,34.30256075,0.32738696
36883520,36883363,36883349,36883483,36883376,36883549,36883412,36883361,253.63,234.6817,253.4317,272.9942,285.1817,302.1817,321.6842,247.77,28.83077484,0.276324738
36883378,36883363,36883506,36883349,36883359,36883520,36883537,36883515,257.27,239.3274,258.0774,278.0774,288.8274,307.8399,329.3274,272.15,31.81241778,0.315199333
36883520,36883341,36883510,36883537,36883398,36883378,36883368,36883376,258.66,240.5508,260.8633,280.3633,291.6133,310.1133,330.6133,275.67,30.38583287,0.338608687
36883378,36883402,36883506,36883418,36883357,36883429,36883412,36883520,258.17,241.8853,260.6353,279.6353,289.3853,306.3853,326.6353,281.85,30.67704456,0.324002471
36883520,36883549,36883418,36883537,36883357,36883402,36883412,36883378,259.63,243.6872,263.4372,282.4372,291.4372,309.4497,333.1872,296.1,34.30312498,0.349858418
36883335,36883460,36883537,36883368,36883361,36883378,36883389,36883357,248.69,232.1111,250.1736,269.1736,278.9611,295.4236,315.1786,225.26,25.23188723,0.214806001
36883429,36883510,36883520,36883381,36883376,36883378,36883368,36883543,254.12,237.4432,255.9432,274.6932,284.9807,303.2057,322.4507,259.44,27.7212972,0.276714815
36883378,36883510,36883520,36883537,36883359,36883402,36883349,36883376,257.07,240.0067,258.8817,277.7567,287.7567,307.7567,329.5117,270.89,31.67466077,0.313014845
36883335,36883402,36883506,36883418,36883398,36883515,36883483,36883378,250.84,232.3425,252.5925,271.8425,281.8425,301.0925,321.095,254.75,30.00367784,0.256230925
36883520,36883549,36883418,36883398,36883359,36883363,36883368,36883412,260.44,241.5996,261.1621,280.1621,291.6621,308.6621,328.9196,299.15,35.15005349,0.362811884
36883520,36883402,36883506,36883483,36883412,36883422,36883398,36883361,253.85,235.3376,254.3376,273.3376,285.0876,301.3376,324.3426,259.36,30.38054629,0.279424767
36883520,36883549,36883506,36883349,36883398,36883378,36883412,36883357,257.54,240.8179,259.3179,278.5679,288.0679,306.0804,325.5679,287.55,33.81883653,0.324874556
36883422,36883402,36883520,36883381,36883376,36883549,36883368,36883510,253.26,235.5508,254.0508,272.1133,283.0508,303.3133,325.8033,267.92,30.88301438,0.261157015
36883422,36883549,36883506,36883368,36883376,36883520,36883381,36883359,256.37,238.3955,257.1455,276.6455,286.8955,305.8955,324.9005,273.01,31.56768193,0.303676321
36883515,36883363,36883506,36883398,36883357,36883520,36883537,36883359,253.05,233.651,253.2135,273.9635,283.501,302.226,322.9635,269.47,31.94714011,0.264392431
36883335,36883549,36883537,36883368,36883376,36883378,36883520,36883359,257.95,240.596,259.846,279.846,291.096,308.596,330.846,282.01,32.44741532,0.325661496
36883402,36883549,36883520,36883483,36883389,36883378,36883506,36883418,260.47,243.2226,263.2226,282.9726,293.4726,310.4851,330.7376,301.86,35.40449748,0.355573331
36883520,36883549,36883506,36883412,36883357,36883378,36883418,36883537,260.18,243.4571,264.2071,283.2071,293.2446,311.7071,334.2121,300.88,35.01785835,0.36060253
36883335,36883549,36883506,36883425,36883361,36883520,36883418,36883378,257.74,240.1851,260.6851,279.2476,290.9351,308.4476,329.4351,283.8,30.85451277,0.326483224
36883520,36883341,36883506,36883368,36883412,36883378,36883483,36883389,256.37,239.7757,259.5257,278.2757,288.7757,306.2757,326.5307,262.5,28.5159235,0.310391293
36883520,36883402,36883483,36883368,36883412,36883515,36883398,36883376,255.68,236.903,256.153,274.903,285.9405,303.403,322.403,265.6,30.97129324,0.300583822
36883378,36883402,36883506,36883412,36883359,36883520,36883398,36883357,258.62,241.3369,260.0869,278.5869,289.0869,306.0994,327.8469,286.91,33.84389948,0.350513737
36883515,36883549,36883520,36883368,36883389,36883363,36883381,36883361,254.36,235.8963,254.7088,273.9588,283.4588,302.7213,324.2113,266.71,30.69329577,0.272699873
36883335,36883510,36883543,36883412,36883357,36883515,36883520,36883361,251.26,233.2019,251.9519,270.9519,282.2019,299.7019,316.9544,249.82,28.86398591,0.244778116
36883422,36883429,36883520,36883398,36883389,36883515,36883418,36883376,258.04,239.323,258.823,278.073,288.573,307.073,326.583,273.8,30.32378596,0.32305277
36883515,36883402,36883520,36883418,36883359,36883378,36883506,36883429,260.19,242.0895,262.3395,281.5895,292.3395,311.3395,329.342,287.73,31.72305284,0.351925483
36883335,36883429,36883349,36883398,36883376,36883510,36883368,36883357,244.79,226.8984,243.8984,262.6484,272.3984,290.1484,308.8984,215.05,24.70189864,0.186296617
